product,content,date_time,sentiments
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-05 09:51:11,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-05 01:57:06,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-13 02:56:45,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-15 06:04:48,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-22 05:58:40,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-09 21:35:16,t
iPhone,The camera on the iPhone is disappointing.,2016-09-17 03:25:24,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-30 16:14:39,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-19 22:19:35,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-26 01:43:56,t
iPhone,Why is my iPhone overheating?,2016-09-21 22:59:04,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-21 20:58:33,t
Xiaomi,The Xiaomi is a great value for the price.,2016-08-27 23:14:03,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-15 16:03:10,t
OnePlus,My OnePlus is slower than expected.,2016-08-21 00:39:00,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-29 04:53:46,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-19 23:43:54,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-12 03:04:59,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-02 04:38:09,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-09 06:55:03,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-06 07:06:17,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-08 15:50:21,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-26 01:14:13,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-03 09:58:30,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-05 00:52:31,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-13 04:00:25,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-16 06:50:19,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-23 15:45:26,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-15 13:46:13,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-07 10:54:04,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-21 08:36:50,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-25 07:26:49,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-12 15:40:12,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-20 00:01:07,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-21 00:52:40,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-09 07:21:17,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-28 02:39:52,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-23 13:45:15,t
iPhone,Just got my new iPhone! Loving it so far.,2016-07-13 14:47:01,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-21 22:20:42,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-01 12:54:34,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-17 18:11:11,t
iPhone,My iPhone is slower than expected.,2016-08-31 20:40:43,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-04 04:08:39,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-21 08:36:28,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-29 08:50:05,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-09 17:28:09,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-01 04:01:54,t
iPhone,The iPhone is really sleek and fast.,2016-09-20 15:32:24,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-10 13:13:53,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-01 15:55:54,t
iPhone,Battery life on the iPhone could be better.,2016-07-02 04:12:36,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-24 01:12:39,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-22 09:24:25,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-21 01:49:19,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-28 15:05:31,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-11 13:13:02,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-18 12:53:01,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-01 23:50:00,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-27 07:22:11,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-16 07:09:20,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-02 21:35:29,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-30 14:40:58,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-22 09:19:40,t
iPhone,The camera on the iPhone is disappointing.,2016-08-14 03:41:25,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-08 05:00:33,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-02 15:44:35,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-13 10:18:03,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-28 10:02:07,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-04 08:00:04,t
OnePlus,Why is my OnePlus overheating?,2016-09-11 05:36:25,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-17 08:39:59,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-28 03:11:06,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-18 10:54:07,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-20 11:24:42,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-17 15:20:56,t
OnePlus,Battery life on the OnePlus is excellent.,2016-09-21 12:30:20,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-25 23:22:36,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-06 20:35:36,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-09 19:29:50,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-01 14:30:54,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-04 23:46:38,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-03 08:08:19,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-02 11:33:16,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-08 18:56:02,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-23 15:03:19,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-19 17:30:22,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-12 21:06:36,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-18 07:08:41,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-25 22:39:04,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-15 14:50:09,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-18 15:30:19,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-13 02:28:07,t
iPhone,Really happy with the performance of my new iPhone.,2016-07-30 23:24:51,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-09 21:15:06,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-11 09:55:27,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-20 16:04:40,t
Xiaomi,The Xiaomi is a great value for the price.,2016-09-09 05:08:23,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-23 03:45:04,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-19 06:49:25,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-19 02:21:55,t
iPhone,My iPhone is slower than expected.,2016-08-15 06:46:16,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-20 04:56:21,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-17 14:58:37,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-31 10:52:11,t
OnePlus,Why is my OnePlus overheating?,2016-07-05 11:57:43,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-29 00:32:33,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-02 11:27:12,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-28 05:58:01,t
iPhone,Why is my iPhone overheating?,2016-09-01 14:35:03,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-18 02:39:04,t
OnePlus,The OnePlus is a great value for the price.,2016-07-17 01:41:03,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-29 01:02:05,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-31 05:16:23,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-05 19:13:45,t
iPhone,Really happy with the performance of my new iPhone.,2016-07-31 21:40:03,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-12 19:31:28,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-04 01:45:11,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-13 00:10:06,t
iPhone,My iPhone is slower than expected.,2016-07-29 20:26:02,t
OnePlus,Battery life on the OnePlus is excellent.,2016-08-12 02:20:22,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-16 10:27:26,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-19 05:52:54,t
iPhone,Why is my iPhone overheating?,2016-08-30 20:37:15,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-13 14:22:11,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-20 04:42:51,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-28 19:43:20,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-19 23:19:57,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-12 02:05:42,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-21 03:08:23,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-25 21:06:20,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-26 20:05:16,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-11 08:15:12,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-16 13:14:24,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-03 17:54:50,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-12 22:37:17,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-03 15:01:46,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-19 02:20:15,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-10 02:57:56,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-06 07:59:15,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-31 04:03:23,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-28 06:33:54,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-27 21:22:39,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-08 04:30:14,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-07 16:37:28,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-05 00:11:10,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-25 00:37:18,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-03 02:00:08,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-15 23:10:04,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-11 09:35:15,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-09 09:20:21,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-13 20:24:48,t
OnePlus,Why is my OnePlus overheating?,2016-07-31 09:08:21,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-23 08:28:41,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-28 23:32:43,t
OnePlus,The OnePlus is really sleek and fast.,2016-09-24 06:56:19,t
iPhone,Why is my iPhone overheating?,2016-07-01 17:15:28,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-11 19:50:34,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-18 11:09:38,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-27 02:40:49,t
OnePlus,Why is my OnePlus overheating?,2016-09-09 15:01:48,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-10 20:18:31,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-27 16:34:04,t
iPhone,The camera on the iPhone is disappointing.,2016-08-19 16:50:05,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-22 05:38:24,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-08 18:26:14,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-03 07:27:16,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-04 00:56:08,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-12 03:31:50,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-13 18:47:51,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-28 08:22:13,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-27 19:05:06,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-18 15:07:18,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-28 19:44:00,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-04 21:38:13,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-01 18:41:20,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-25 15:56:30,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-23 23:14:41,t
iPhone,My iPhone is slower than expected.,2016-09-15 18:35:48,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-09-21 16:13:40,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-24 18:47:32,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-24 10:36:36,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-04 14:29:58,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-03 16:37:18,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-18 04:22:34,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-27 01:20:37,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 07:11:46,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-08 06:04:29,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-25 10:43:01,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-06 02:23:12,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-20 18:58:44,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-02 09:14:11,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-26 01:00:48,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-30 15:13:48,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-11 06:55:31,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-29 09:05:22,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-15 08:16:19,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-06 04:07:22,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-29 13:43:25,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-11 10:00:37,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-29 06:24:45,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-22 01:18:47,t
OnePlus,My OnePlus is slower than expected.,2016-08-30 12:32:29,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-18 08:14:45,t
Xiaomi,My Xiaomi is slower than expected.,2016-09-20 07:54:24,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-23 10:10:39,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-11 14:16:49,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-13 08:03:10,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-21 02:44:40,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-23 12:06:31,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-03 06:16:55,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-15 20:47:07,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-21 00:50:55,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-25 18:54:50,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-06 23:06:00,t
iPhone,The iPhone has exceeded my expectations!,2016-08-23 15:15:02,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-07 17:47:53,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-11 08:18:44,t
iPhone,Really happy with the performance of my new iPhone.,2016-07-17 08:47:41,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-25 05:25:32,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 06:35:17,t
iPhone,Why is my iPhone overheating?,2016-07-23 18:36:40,t
iPhone,The iPhone has exceeded my expectations!,2016-07-12 15:05:28,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-20 12:27:10,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-10 15:50:11,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-01 16:03:30,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-28 10:13:46,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-27 23:40:27,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-18 02:28:05,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-21 21:30:10,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-16 06:48:42,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-15 09:46:12,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-27 08:43:06,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-08 09:06:02,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-18 07:32:36,t
iPhone,Battery life on the iPhone could be better.,2016-07-15 04:57:52,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-27 20:29:28,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-30 07:48:23,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-17 03:01:33,t
iPhone,My iPhone is slower than expected.,2016-09-28 17:49:29,t
Xiaomi,Why is my Xiaomi overheating?,2016-07-07 11:23:53,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-23 05:53:03,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-01 03:51:34,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-04 03:07:28,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-02 08:40:09,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-26 04:19:50,t
iPhone,Battery life on the iPhone is excellent.,2016-09-25 02:12:01,t
OnePlus,The OnePlus is really sleek and fast.,2016-07-11 13:56:20,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-28 21:15:13,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-27 18:28:24,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-01 18:16:32,t
iPhone,My iPhone is slower than expected.,2016-09-21 01:18:20,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-03 02:11:05,t
iPhone,Just got my new iPhone! Loving it so far.,2016-07-03 04:37:10,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-09-21 16:56:39,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-16 19:28:11,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-20 02:46:30,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-25 06:35:07,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-06 21:10:15,t
iPhone,The camera on the iPhone is disappointing.,2016-07-24 13:15:10,t
OnePlus,Battery life on the OnePlus is excellent.,2016-07-11 17:59:18,t
iPhone,Battery life on the iPhone could be better.,2016-09-14 12:43:44,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-11 05:10:55,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-03 08:46:49,t
OnePlus,The OnePlus is a great value for the price.,2016-08-15 22:17:13,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-31 22:24:21,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-02 15:22:45,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-04 15:43:58,t
iPhone,Battery life on the iPhone could be better.,2016-09-17 01:25:40,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-06 13:10:33,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-10 03:38:03,t
OnePlus,The OnePlus is a great value for the price.,2016-07-18 09:37:05,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-18 21:53:23,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-17 09:23:08,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-03 05:10:06,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-04 13:43:11,t
OnePlus,Why is my OnePlus overheating?,2016-08-21 00:46:39,t
iPhone,The iPhone is a great value for the price.,2016-09-02 06:54:34,t
iPhone,The iPhone is really sleek and fast.,2016-08-31 16:41:24,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-31 17:42:57,t
iPhone,My iPhone is slower than expected.,2016-09-11 13:07:16,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-28 11:35:13,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-16 05:58:19,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-06 03:18:48,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-22 00:30:39,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-08 02:52:58,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-24 15:48:14,t
iPhone,The iPhone has exceeded my expectations!,2016-08-03 12:17:53,t
OnePlus,The OnePlus is a great value for the price.,2016-09-24 19:59:04,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-07 15:49:49,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-15 20:31:43,t
iPhone,The camera on the iPhone is disappointing.,2016-09-18 14:46:58,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-03 23:26:33,t
iPhone,The camera on the iPhone is disappointing.,2016-09-05 12:00:45,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-30 14:43:49,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-31 13:50:58,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-22 07:13:04,t
Xiaomi,The Xiaomi is a great value for the price.,2016-09-24 02:07:56,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-17 15:15:13,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-29 22:15:27,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-25 18:02:58,t
iPhone,My iPhone is slower than expected.,2016-09-21 09:02:20,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-29 18:08:10,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-24 12:24:39,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-27 04:24:58,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-03 17:19:59,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-08 03:51:30,t
iPhone,Just got my new iPhone! Loving it so far.,2016-07-19 15:56:18,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-15 14:00:13,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-19 23:41:02,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-15 03:25:20,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-03 05:52:58,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-27 01:56:19,t
OnePlus,The camera on the OnePlus is disappointing.,2016-08-22 20:47:31,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-25 06:33:58,t
OnePlus,The OnePlus is a great value for the price.,2016-09-23 23:11:59,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-10 04:06:55,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-05 13:05:11,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-22 20:35:44,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-15 12:26:03,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-29 14:11:33,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-02 03:42:24,t
iPhone,The iPhone is a great value for the price.,2016-09-02 04:19:33,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-02 12:04:49,t
iPhone,My iPhone runs all my apps smoothly.,2016-08-17 18:17:57,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-03 15:17:01,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-14 06:48:11,t
iPhone,The iPhone is a great value for the price.,2016-08-30 01:12:36,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-09 03:56:35,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-08 19:25:56,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-18 06:58:54,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-19 18:42:05,t
iPhone,Why is my iPhone overheating?,2016-09-12 09:21:22,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-10 20:14:12,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-18 18:07:54,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-16 10:48:50,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-22 16:02:10,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-25 03:40:11,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-01 15:46:24,t
OnePlus,The OnePlus is a great value for the price.,2016-08-02 20:49:05,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-11 06:30:20,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-01 07:03:40,t
