product,content,date_time
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-21 00:52:40
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-09 07:21:17
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-28 02:39:52
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-23 13:45:15
iPhone,Just got my new iPhone! Loving it so far.,2016-07-13 14:47:01
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-21 22:20:42
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-01 12:54:34
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-17 18:11:11
iPhone,My iPhone is slower than expected.,2016-08-31 20:40:43
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-04 04:08:39
Xiaomi,My Xiaomi is slower than expected.,2016-08-21 08:36:28
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-29 08:50:05
OnePlus,Battery life on the OnePlus could be better.,2016-09-09 17:28:09
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-01 04:01:54
iPhone,The iPhone is really sleek and fast.,2016-09-20 15:32:24
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-10 13:13:53
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-01 15:55:54
iPhone,Battery life on the iPhone could be better.,2016-07-02 04:12:36
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-24 01:12:39
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-22 09:24:25
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-21 01:49:19
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-28 15:05:31
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-11 13:13:02
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-18 12:53:01
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-01 23:50:00
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-27 07:22:11
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-16 07:09:20
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-02 21:35:29
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-30 14:40:58
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-22 09:19:40
iPhone,The camera on the iPhone is disappointing.,2016-08-14 03:41:25
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-08 05:00:33
OnePlus,Battery life on the OnePlus could be better.,2016-07-02 15:44:35
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-13 10:18:03
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-28 10:02:07
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-04 08:00:04
OnePlus,Why is my OnePlus overheating?,2016-09-11 05:36:25
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-17 08:39:59
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-28 03:11:06
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-18 10:54:07
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-20 11:24:42
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-17 15:20:56
OnePlus,Battery life on the OnePlus is excellent.,2016-09-21 12:30:20
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-25 23:22:36
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-06 20:35:36
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-09 19:29:50
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-01 14:30:54
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-04 23:46:38
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-03 08:08:19
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-02 11:33:16
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-08 18:56:02
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-23 15:03:19
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-19 17:30:22
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-12 21:06:36
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-18 07:08:41
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-25 22:39:04
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-15 14:50:09
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-18 15:30:19
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-13 02:28:07
iPhone,Really happy with the performance of my new iPhone.,2016-07-30 23:24:51
Google Pixel,My Google Pixel is slower than expected.,2016-09-09 21:15:06
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-11 09:55:27
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-20 16:04:40
Xiaomi,The Xiaomi is a great value for the price.,2016-09-09 05:08:23
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-23 03:45:04
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-19 06:49:25
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-19 02:21:55
iPhone,My iPhone is slower than expected.,2016-08-15 06:46:16
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-20 04:56:21
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-17 14:58:37
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-31 10:52:11
OnePlus,Why is my OnePlus overheating?,2016-07-05 11:57:43
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-29 00:32:33
Google Pixel,My Google Pixel is slower than expected.,2016-09-02 11:27:12
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-28 05:58:01
iPhone,Why is my iPhone overheating?,2016-09-01 14:35:03
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-18 02:39:04
OnePlus,The OnePlus is a great value for the price.,2016-07-17 01:41:03
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-29 01:02:05
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-31 05:16:23
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-05 19:13:45
iPhone,Really happy with the performance of my new iPhone.,2016-07-31 21:40:03
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-12 19:31:28
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-04 01:45:11
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-13 00:10:06
iPhone,My iPhone is slower than expected.,2016-07-29 20:26:02
OnePlus,Battery life on the OnePlus is excellent.,2016-08-12 02:20:22
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-16 10:27:26
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-19 05:52:54
iPhone,Why is my iPhone overheating?,2016-08-30 20:37:15
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-13 14:22:11
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-20 04:42:51
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-28 19:43:20
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-19 23:19:57
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-12 02:05:42
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-21 03:08:23
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-25 21:06:20
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-26 20:05:16
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-11 08:15:12
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-16 13:14:24
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-03 17:54:50
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-12 22:37:17
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-03 15:01:46
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-19 02:20:15
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-10 02:57:56
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-06 07:59:15
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-31 04:03:23
OnePlus,The OnePlus is really sleek and fast.,2016-08-28 06:33:54
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-27 21:22:39
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-08 04:30:14
iPhone,Just got my new iPhone! Loving it so far.,2016-08-07 16:37:28
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-05 00:11:10
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-25 00:37:18
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-03 02:00:08
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-15 23:10:04
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-11 09:35:15
Google Pixel,My Google Pixel is slower than expected.,2016-07-09 09:20:21
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-13 20:24:48
OnePlus,Why is my OnePlus overheating?,2016-07-31 09:08:21
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-23 08:28:41
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-28 23:32:43
OnePlus,The OnePlus is really sleek and fast.,2016-09-24 06:56:19
iPhone,Why is my iPhone overheating?,2016-07-01 17:15:28
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-11 19:50:34
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-18 11:09:38
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-27 02:40:49
OnePlus,Why is my OnePlus overheating?,2016-09-09 15:01:48
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-10 20:18:31
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-27 16:34:04
iPhone,The camera on the iPhone is disappointing.,2016-08-19 16:50:05
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-22 05:38:24
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-08 18:26:14
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-03 07:27:16
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-04 00:56:08
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-12 03:31:50
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-13 18:47:51
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-28 08:22:13
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-27 19:05:06
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-18 15:07:18
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-28 19:44:00
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-04 21:38:13
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-01 18:41:20
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-25 15:56:30
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-23 23:14:41
iPhone,My iPhone is slower than expected.,2016-09-15 18:35:48
OnePlus,My OnePlus runs all my apps smoothly.,2016-09-21 16:13:40
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-24 18:47:32
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-24 10:36:36
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-04 14:29:58
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-03 16:37:18
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-18 04:22:34
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-27 01:20:37
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 07:11:46
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-08 06:04:29
iPhone,My iPhone runs all my apps smoothly.,2016-09-25 10:43:01
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-06 02:23:12
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-20 18:58:44
OnePlus,Battery life on the OnePlus could be better.,2016-09-02 09:14:11
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-26 01:00:48
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-30 15:13:48
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-11 06:55:31
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-29 09:05:22
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-15 08:16:19
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-06 04:07:22
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-29 13:43:25
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-11 10:00:37
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-29 06:24:45
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-22 01:18:47
OnePlus,My OnePlus is slower than expected.,2016-08-30 12:32:29
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-18 08:14:45
Xiaomi,My Xiaomi is slower than expected.,2016-09-20 07:54:24
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-23 10:10:39
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-11 14:16:49
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-13 08:03:10
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-21 02:44:40
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-23 12:06:31
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-03 06:16:55
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-15 20:47:07
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-21 00:50:55
Xiaomi,My Xiaomi is slower than expected.,2016-08-25 18:54:50
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-06 23:06:00
iPhone,The iPhone has exceeded my expectations!,2016-08-23 15:15:02
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-07 17:47:53
Google Pixel,The Google Pixel is a great value for the price.,2016-09-11 08:18:44
iPhone,Really happy with the performance of my new iPhone.,2016-07-17 08:47:41
Google Pixel,My Google Pixel is slower than expected.,2016-07-25 05:25:32
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 06:35:17
iPhone,Why is my iPhone overheating?,2016-07-23 18:36:40
iPhone,The iPhone has exceeded my expectations!,2016-07-12 15:05:28
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-20 12:27:10
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-10 15:50:11
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-01 16:03:30
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-28 10:13:46
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-27 23:40:27
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-18 02:28:05
Google Pixel,My Google Pixel is slower than expected.,2016-07-21 21:30:10
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-16 06:48:42
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-15 09:46:12
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-27 08:43:06
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-08 09:06:02
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-18 07:32:36
iPhone,Battery life on the iPhone could be better.,2016-07-15 04:57:52
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-27 20:29:28
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-30 07:48:23
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-17 03:01:33
iPhone,My iPhone is slower than expected.,2016-09-28 17:49:29
Xiaomi,Why is my Xiaomi overheating?,2016-07-07 11:23:53
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-23 05:53:03
iPhone,Just got my new iPhone! Loving it so far.,2016-09-01 03:51:34
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-04 03:07:28
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-02 08:40:09
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-26 04:19:50
iPhone,Battery life on the iPhone is excellent.,2016-09-25 02:12:01
OnePlus,The OnePlus is really sleek and fast.,2016-07-11 13:56:20
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-28 21:15:13
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-27 18:28:24
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-01 18:16:32
iPhone,My iPhone is slower than expected.,2016-09-21 01:18:20
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-03 02:11:05
iPhone,Just got my new iPhone! Loving it so far.,2016-07-03 04:37:10
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-09-21 16:56:39
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-16 19:28:11
Google Pixel,My Google Pixel is slower than expected.,2016-08-20 02:46:30
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-25 06:35:07
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-06 21:10:15
iPhone,The camera on the iPhone is disappointing.,2016-07-24 13:15:10
OnePlus,Battery life on the OnePlus is excellent.,2016-07-11 17:59:18
iPhone,Battery life on the iPhone could be better.,2016-09-14 12:43:44
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-11 05:10:55
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-03 08:46:49
OnePlus,The OnePlus is a great value for the price.,2016-08-15 22:17:13
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-31 22:24:21
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-02 15:22:45
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-04 15:43:58
iPhone,Battery life on the iPhone could be better.,2016-09-17 01:25:40
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-06 13:10:33
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-10 03:38:03
OnePlus,The OnePlus is a great value for the price.,2016-07-18 09:37:05
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-18 21:53:23
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-17 09:23:08
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-03 05:10:06
OnePlus,Battery life on the OnePlus could be better.,2016-07-04 13:43:11
OnePlus,Why is my OnePlus overheating?,2016-08-21 00:46:39
iPhone,The iPhone is a great value for the price.,2016-09-02 06:54:34
iPhone,The iPhone is really sleek and fast.,2016-08-31 16:41:24
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-31 17:42:57
iPhone,My iPhone is slower than expected.,2016-09-11 13:07:16
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-28 11:35:13
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-16 05:58:19
iPhone,My iPhone runs all my apps smoothly.,2016-09-06 03:18:48
Xiaomi,Why is my Xiaomi overheating?,2016-08-22 00:30:39
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-08 02:52:58
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-24 15:48:14
iPhone,The iPhone has exceeded my expectations!,2016-08-03 12:17:53
OnePlus,The OnePlus is a great value for the price.,2016-09-24 19:59:04
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-07 15:49:49
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-15 20:31:43
iPhone,The camera on the iPhone is disappointing.,2016-09-18 14:46:58
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-03 23:26:33
iPhone,The camera on the iPhone is disappointing.,2016-09-05 12:00:45
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-30 14:43:49
Xiaomi,Why is my Xiaomi overheating?,2016-08-31 13:50:58
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-22 07:13:04
Xiaomi,The Xiaomi is a great value for the price.,2016-09-24 02:07:56
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-17 15:15:13
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-29 22:15:27
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-25 18:02:58
iPhone,My iPhone is slower than expected.,2016-09-21 09:02:20
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-29 18:08:10
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-24 12:24:39
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-27 04:24:58
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-03 17:19:59
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-08 03:51:30
iPhone,Just got my new iPhone! Loving it so far.,2016-07-19 15:56:18
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-15 14:00:13
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-19 23:41:02
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-15 03:25:20
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-03 05:52:58
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-27 01:56:19
OnePlus,The camera on the OnePlus is disappointing.,2016-08-22 20:47:31
Xiaomi,Why is my Xiaomi overheating?,2016-09-25 06:33:58
OnePlus,The OnePlus is a great value for the price.,2016-09-23 23:11:59
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-10 04:06:55
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-05 13:05:11
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-22 20:35:44
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-15 12:26:03
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-29 14:11:33
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-02 03:42:24
iPhone,The iPhone is a great value for the price.,2016-09-02 04:19:33
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-02 12:04:49
iPhone,My iPhone runs all my apps smoothly.,2016-08-17 18:17:57
iPhone,My iPhone runs all my apps smoothly.,2016-07-03 15:17:01
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-14 06:48:11
iPhone,The iPhone is a great value for the price.,2016-08-30 01:12:36
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-09 03:56:35
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-08 19:25:56
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-18 06:58:54
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-19 18:42:05
iPhone,Why is my iPhone overheating?,2016-09-12 09:21:22
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-10 20:14:12
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-18 18:07:54
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-16 10:48:50
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-22 16:02:10
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-25 03:40:11
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-01 15:46:24
OnePlus,The OnePlus is a great value for the price.,2016-08-02 20:49:05
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-11 06:30:20
Google Pixel,My Google Pixel is slower than expected.,2016-07-01 07:03:40
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-22 12:07:12
Google Pixel,Why is my Google Pixel overheating?,2016-08-21 15:11:44
OnePlus,The OnePlus has exceeded my expectations!,2016-09-12 15:13:31
OnePlus,Battery life on the OnePlus could be better.,2016-09-05 20:05:45
OnePlus,The OnePlus has exceeded my expectations!,2016-09-21 08:40:45
iPhone,The iPhone is really sleek and fast.,2016-07-09 23:45:22
OnePlus,The camera on the OnePlus is disappointing.,2016-08-28 20:00:26
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-07 23:15:57
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-24 10:19:19
Xiaomi,The Xiaomi is a great value for the price.,2016-07-07 20:22:20
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-01 21:44:29
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-16 00:31:08
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-14 20:03:44
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-25 07:55:24
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-07 22:17:16
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-24 02:28:22
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-24 16:09:23
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-29 13:13:37
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-08 01:09:27
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-12 08:38:36
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-10 12:49:19
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-03 15:36:18
iPhone,My iPhone runs all my apps smoothly.,2016-07-15 01:08:04
iPhone,The iPhone has exceeded my expectations!,2016-08-31 03:30:31
Xiaomi,My Xiaomi is slower than expected.,2016-07-25 04:15:58
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-23 22:32:41
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-02 10:20:38
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-06 20:26:20
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-08 01:39:45
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-21 21:44:54
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-17 07:22:43
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-12 21:17:35
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-05 08:15:04
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-19 11:16:08
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-09-19 19:24:11
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-17 10:50:10
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-10 23:30:00
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-25 18:51:28
Google Pixel,Why is my Google Pixel overheating?,2016-07-26 00:17:47
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-16 11:17:55
iPhone,My iPhone runs all my apps smoothly.,2016-09-02 09:04:43
iPhone,The iPhone has exceeded my expectations!,2016-09-01 06:16:21
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-03 03:27:22
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-23 16:38:42
iPhone,The camera on the iPhone is disappointing.,2016-07-14 20:49:00
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-01 10:51:57
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-28 00:19:47
OnePlus,Why is my OnePlus overheating?,2016-09-03 23:18:16
iPhone,Just got my new iPhone! Loving it so far.,2016-08-10 22:05:21
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-25 19:35:24
Xiaomi,The Xiaomi is really sleek and fast.,2016-09-10 02:02:14
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-11 00:10:11
